MovieID,Titles,Plots,Genres
48593,Man of the Year (2006),"Tom Dobbs, comedic host of a political talk show - a la Bill Maher and Jon Stewart - runs for President of the US as an independent candidate who, after an issues-oriented campaign and an explosive performance in the final debate, gets just enough votes to win. Trouble is he owes his victory to a computer glitch in the national touch-screen voting system marketed by Delacroy, a private company with a rising stock price. To protect their fortune, Delacroy executives want to keep the glitch a secret, but one programmer, Eleanor Green, wants Dobbs to know the truth. Can she get to him?",comedy
48596,"Marine, The (2006)",A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,action
48660,"Elementary Particles, The (Elementarteilchen) (2006)","Based on Michel Houellebecq's controversial novel, this movie focuses on Michael and Bruno, two very different half-brothers and their disturbed sexuality. After a chaotic childhood with a hippie mother only caring for her affairs, Michael, a molecular biologist, is more interested in genes than women, while Bruno is obsessed with his sexual desires, but mostly finds his satisfaction with prostitutes. His pitiful life changes when he gets to know the experienced Christiane. In the meantime, Michael meets Annabelle, the love of his youth, again...",romance
48774,Children of Men (2006),"The world's youngest citizen has just died at 18, and humankind is facing the likelihood of its own extinction. Set in and around a dystopian London fractious with violence and warring nationalistic sects, Children of Men follows the unexpected discovery of a lone pregnant woman and the desperate journey to deliver her to safety and restore faith for a future beyond those presently on Earth.",sci-fi
48780,"Prestige, The (2006)","In the end of the Nineteenth Century, in London, Robert Angier, his beloved wife Julia McCullough and Alfred Borden are friends and assistants of a magician. When Julia accidentally dies during a performance, Robert blames Alfred for her death and they become enemies. Both become famous and rival magicians, sabotaging the performance of the other on the stage. When Alfred performs a successful trick, Robert becomes obsessed trying to disclose the secret of his competitor with tragic consequences.",sci-fi
48982,Flushed Away (2006),"Roddy is a decidedly upper-crust ""society mouse"" who lives the life of a beloved pet in a posh Kensington flat. When a sewer rat named Sid comes spewing out of the sink and decides he's hit the jackpot, Roddy schemes to rid himself of the pest by luring him into the ""whirlpool."" Sid may be an ignorant slob, but he's no fool, so it is Roddy who winds up being flushed away into the bustling sewer world of Ratropolis. There Roddy meets Rita, an enterprising scavenger who works the sewers in her faithful boat, the Jammy Dodger. Roddy immediately wants out, or rather, up; Rita wants to be paid for her trouble; and, speaking of trouble, the villainous Toad - who royally despises all rodents equally, making no distinction between mice and rats--wants them iced... literally. The Toad dispatches his two hapless hench-rats, Spike and Whitey, to get the job done. When they fail, the Toad has no choice but to send to France for his cousin - that dreaded mercenary, Le Frog.",animation
49272,Casino Royale (2006),"James Bond goes on his first ever mission as a 00. Le Chiffre is a banker to the world's terrorists. He is participating in a poker game at Montenegro, where he must win back his money, in order to stay safe among the terrorist market. The boss of MI6, known simply as M sends Bond, along with Vesper Lynd to attend this game and prevent Le Chiffre from winning. Bond, using help from Felix Leiter, Mathis and having Vesper pose as his partner, enters the most important poker game in his already dangerous career. But if Bond defeats Le Chiffre, will he and Vesper Lynd remain safe?",action
49278,Déjà Vu (Deja Vu) (2006),"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",sci-fi
49284,10 Items or Less (2006),"A well-known actor, who hasn't accepted a role in four years, is considering a project. The cousin of the director drives him to Archie's Ranch Market, in Carson, and drops him off to do a little research. He's fascinated by one of the checkers, Scarlet, a young woman from Spain with a preternatural ability to ring up items at the cash register. She hates her job, stuck at the 10 items or less lane. The actor chats her up, and when her shift ends, he asks for a ride. In the course of the afternoon, he helps her prepare for a job interview. She needs to have confidence, he needs to commit. Human contact, however brief, can change people.",comedy
49286,"Holiday, The (2006)","Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.",romance
